date,MINTEMP,MAXTEMP,HUMIDITY,OT,fact
2015-04-25 11:00:00,24,29.0,50,80,"Cloudy, with poor visibility; temperature 24-29°C; east wind level 2-3; relative humidity 50%-80%."
2015-04-25 16:00:00,21,29.0,55,80,"Cloudy with intervals of sunny and partly cloudy, with mild haze in some areas; temperature 21-29°C; east wind 2-3 levels; relative humidity 55%-80%."
2015-04-26 06:00:00,22,29.0,55,80,Cloudy with intervals of sunny; temperature 22-29℃; east wind 2-3 levels; relative humidity 55%-80%.
2015-04-26 11:00:00,24,29.0,55,80,Cloudy with intervals of sunny periods; temperature 24-29°C; east wind 2-3 levels; relative humidity 55%-80%.
2015-04-26 16:00:00,22,29.0,50,80,Cloudy; temperature 22-29°C; easterly wind of 2-3 levels; relative humidity 50%-80%.
2015-04-27 06:00:00,21,29.0,50,80,Cloudy; temperature 21-29°C; easterly wind of grade 2-3; relative humidity 50%-80%.
2015-04-27 11:00:00,22,29.0,50,80,Fine weather; temperature 22-29°C; east wind 2-3 levels; relative humidity 50%-80%.
2015-04-27 16:00:00,22,30.0,50,80,Partly cloudy and fine; temperature 22-30°C; east wind 2-3 levels; relative humidity 50%-80%.
2015-04-28 06:00:00,22,29.0,65,85,Overcast to cloudy; temperature 22-29°C; east wind level 2-3; relative humidity 65%-85%.
2015-04-28 11:00:00,22,29.0,65,90,Overcast to cloudy; temperature 22-29°C; south wind of grade 2-3; relative humidity 65%-90%.
2015-04-28 16:00:00,23,29.0,55,90,"Cloudy with intervals of overcast sky, with light fog in the morning and evening; temperature 23-29°C; south wind level 2-3; relative humidity 55%-90%."
2015-04-29 06:00:00,23,30.0,65,90,Cloudy; temperature 23-30°C; south wind 2-3 levels; relative humidity 65%-90%.
2015-04-29 11:00:00,25,30.0,65,90,Cloudy; temperature 25-30°C; south wind level 2-3; relative humidity 65%-90%.
2015-04-29 16:00:00,24,30.0,55,90,"Cloudy, with occasional short-term showers in some areas; temperature 24-30°C; south wind level 2-3; relative humidity 55%-90%."
2015-04-30 06:00:00,24,30.0,65,90,"Cloudy, with occasional short-term showers in some areas; temperature 24-30°C; south wind 2-3 levels; relative humidity 65%-90%."
2015-04-30 11:00:00,26,31.0,55,85,It's cloudy and there are local showers in some areas; temperature is 26-31°C; south wind is level 2-3; relative humidity is 55%-85%.
2015-04-30 16:00:00,24,32.0,50,90,"It is cloudy, with local short-term showers occasionally; the temperature is 24-32°C; the south wind is 2-3 levels; the relative humidity is 50%-90%."
2015-05-01 06:00:00,25,32.0,60,90,"Cloudy, with local short-term showers in some areas; temperature 25-32°C; south wind 2-3 levels; relative humidity 60%-90%."
2015-05-01 11:00:00,25,31.0,55,90,"Cloudy with intervals of overcast, with local short-term showers; temperature 25-31°C; south wind level 2-3; relative humidity 55%-90%."
2015-05-01 16:00:00,25,31.0,55,90,"Cloudy with intervals of overcast, with local short-term showers; temperature 25-31°C; south wind level 2-3; relative humidity 55%-90%."
2015-05-02 06:00:00,25,31.0,55,85,"Cloudy, with local short-term showers in some areas; temperature 25-31°C; south wind 2-3 levels; relative humidity 55%-85%."
2015-05-02 11:00:00,28,31.0,55,85,"Cloudy, with local short-term showers; temperature 28-31°C; south wind 2-3 levels; relative humidity 55%-85%."
2015-05-02 16:00:00,25,30.0,60,85,"Cloudy, with local short-term showers or thunderstorms; temperature 25-30°C; south wind level 2-3, and the maximum gust can reach about 6 levels; relative humidity 60%-85%."
2015-05-03 06:00:00,26,30.0,60,85,"Cloudy with intervals of overcast, with local short-term showers or thunderstorms; temperature 26-30°C; south wind of grade 2 to 3; relative humidity 55%-85%."
2015-05-03 11:00:00,27,31.0,60,85,"Cloudy, with scattered showers in some areas; temperature 27-31°C; south wind 2-3; relative humidity 60%-85%."
2015-05-03 16:00:00,25,30.0,60,85,"Cloudy, with local short-term showers; temperature 25-30°C; south-southwesterly wind 2-3 levels; relative humidity 60%-85%."
2015-05-04 06:00:00,26,30.0,60,85,"Cloudy, with local short-term showers; temperature 26-30°C; south wind level 2-3; relative humidity 60%-85%."
2015-05-04 11:00:00,26,31.0,60,85,"It is cloudy, with occasional short-term showers locally; temperature is 26-31°C; south wind is 2-3 levels; relative humidity is 60%-85%."
2015-05-04 16:00:00,25,30.0,65,90,"Cloudy, with short-term showers or thunderstorms occasionally; temperature 25-30°C; south wind level 2-3; relative humidity 65%-90%."
2015-05-05 06:00:00,25,30.0,65,90,"Cloudy, with short-term showers or thunderstorms occasionally; temperature 25-30°C; south wind level 2-3; relative humidity 65%-90%."
2015-05-05 11:00:00,27,31.0,65,85,"Cloudy, with short-term showers or thunderstorms at times; temperature 27-31°C; south wind 2-3 levels; relative humidity 65%-85%."
2015-05-05 16:00:00,26,30.0,65,90,"Cloudy, with showers or thunderstorms, and intermittent sunshine; temperature 26-30°C; southerly wind level 2-3; relative humidity 65%-90%."
2015-05-06 06:00:00,25,31.0,65,90,It is cloudy with scattered showers; the temperature is 25-31°C; the south wind is of grade 2-3; the relative humidity is 65%-90%.
2015-05-06 11:00:00,25,31.0,65,90,"Cloudy, with scattered showers in some areas and sunlight visible for some time; temperature 25-31°C; south wind 2-3 levels; relative humidity 65%-90%."
2015-05-06 16:00:00,25,30.0,65,90,"Cloudy, with short-term showers or thunderstorms occasionally; temperature 25-30°C; south wind level 2-3; relative humidity 65%-90%."
2015-05-07 06:00:00,25,30.0,65,85,"Cloudy, with short-term showers or thunderstorms at times; temperature 25-30°C; south wind level 2-3; relative humidity 65%-85%."
2015-05-07 11:00:00,26,30.0,65,85,Cloudy with scattered showers or thunderstorms; temperature 26-30°C; south wind 2-3 levels; relative humidity 65%-85%.
2015-05-07 16:00:00,25,31.0,60,90,Cloudy with brief intermittent showers or thunderstorms; temperature 25-31°C; south wind level 2-3; relative humidity 60%-90%.
2015-05-08 06:00:00,26,31.0,60,90,"Cloudy, with short-term showers or thunderstorms at some times, sultry weather; temperature 26-31°C; south wind 2-3 levels; relative humidity 60%-90%."
2015-05-08 11:00:00,28,32.0,60,80,"It is cloudy, with short-term showers or thunderstorms occurring part of the time, and the weather is sultry. The temperature is 28-32°C. The southerly wind is 2-3 levels. The relative humidity is 60%-80%."
2015-05-08 16:00:00,26,31.0,60,85,"Cloudy, with short-term showers or thunderstorms at times; temperature 26-31°C; south wind level 2-3; relative humidity 60%-85%."
2015-05-09 06:00:00,26,31.0,60,85,"Cloudy, with short-term showers or thunderstorms at times; temperature 26-31°C; south wind 2-3 levels; relative humidity 60%-85%."
2015-05-09 11:00:00,27,31.0,60,85,"Overcast, with heavy rain and accompanied by short-term strong winds of level 7 and thunderstorms; temperature 27-31°C; south wind of 2-3 levels; relative humidity 60%-85%."
2015-05-09 16:00:00,24,31.0,65,90,Overcast with short-term showers at times; temperature 24-31°C; south wind of 2-3 levels; relative humidity 65%-90%.
2015-05-10 06:00:00,25,31.0,70,95,It will be cloudy to overcast with scattered showers or thunderstorms; the temperature is 25-31°C; the south wind is 2-3 levels; the relative humidity is 70%-95%.
2015-05-10 11:00:00,26,30.0,70,95,Overcast to partly cloudy with scattered showers; temperature 26-30°C; southerly winds of grade 2-3; relative humidity 70%-95%.
2015-05-10 16:00:00,25,30.0,70,95,"Overcast with intervals of cloudy, with showers or thunderstorms, and the rain intensity increases from afternoon to evening; temperature 25-30°C; south wind level 2-3; relative humidity 70%-95%."
2015-05-11 06:00:00,25,30.0,70,95,"Cloudy and partly cloudy with intermittent showers or thunderstorms, and the rain intensity will increase from afternoon to evening; temperature 25-30°C; south wind level 2-3; relative humidity 70%-95%."
2015-05-11 11:00:00,25,30.0,65,90,"Cloudy, with thunderstorms; temperature 25-30°C; southeastern wind level 2-3; relative humidity 65%-90%."
2015-05-11 16:00:00,23,30.0,65,90,"Tonight cloudy with showers, and tomorrow daytime showers turning to cloudy; temperature 23-30°C; southeast wind 2-3 levels; relative humidity 65%-90%."
2015-05-12 06:00:00,23,30.0,60,90,"Cloudy intervals and sunny intervals, with short-term showers or thunderstorms at times; temperature 23-30°C; southeastern wind of grade 2-3; relative humidity 60%-90%."
2015-05-12 11:00:00,26,30.0,50,75,Cloudy and partly sunny; temperature 26-30°C; east wind 2-3 levels; relative humidity 50%-75%.
2015-05-12 16:00:00,23,31.0,50,90,Cloudy; temperature 23-31°C; south wind 2-3 levels; relative humidity 50%-90%.
2015-05-13 06:00:00,25,31.0,55,85,"Cloudy, with scattered showers in some areas; temperature 25-31°C; southeast wind of 2-3 levels; relative humidity 55%-85%."
2015-05-13 11:00:00,27,31.0,50,80,Cloudy; temperature 27-31°C; southeast wind level 2-3; relative humidity 50%-80%.
2015-05-13 16:00:00,25,31.0,55,85,Cloudy to partly sunny; temperature 25-31°C; south wind 2-3 levels; relative humidity 55%-85%.
2015-05-14 06:00:00,25,31.0,55,85,Cloudy intervals and sunny periods; temperature 25-31°C; south wind 2-3 levels; relative humidity 55%-85%.
2015-05-14 11:00:00,27,31.0,55,85,Cloudy; temperature 27-31°C; south wind level 2-3; relative humidity 55%-85%.
2015-05-14 16:00:00,26,32.0,55,85,Cloudy with occasional short-term showers; temperature 26-32°C; south wind of 2-3 levels; relative humidity 55%-85%.
2015-05-15 06:00:00,26,32.0,55,85,"Cloudy, with occasional short-term showers; temperature 26-32°C; south wind level 2-3; relative humidity 55%-85%."
2015-05-15 11:00:00,27,32.0,55,85,"Cloudy, with local short-term showers; temperature 27-32°C; south wind level 2-3; relative humidity 55%-85%."
2015-05-15 16:00:00,26,32.0,55,90,"Cloudy, with short-term showers or thunderstorms at times; temperature 26-32°C; southerly wind 2-3 levels; relative humidity 55%-90%."
2015-05-16 06:00:00,23,31.0,55,95,"There are showers or thunderstorms, with relatively heavy rainfall at some times, and the local rainfall can reach the rainstorm magnitude; temperature is 23-31°C; south wind is 2-3 levels; relative humidity is 55%-95%."
2015-05-16 11:00:00,23,28.0,65,95,"Overcast, with thunderstorms and local heavy rain; temperature 23-28°C; southerly wind of 2 to 3 levels; relative humidity 65%-95%."
2015-05-16 16:00:00,24,28.0,70,90,"Overcast, with thunderstorms and local heavy rain; temperature 24-28°C; south wind of 2-3 levels; relative humidity 70%-90%."
2015-05-17 06:00:00,24,28.0,70,90,"Overcast to partly cloudy with thunderstorms, some areas with heavier rain; temperature range 24-28°C; south wind of grade 2-3; relative humidity 70%-90%."
2015-05-17 11:00:00,26,31.0,70,90,"Overcast to cloudy with thunderstorms, locally with heavier rain; temperature 26-31°C; south wind of 2-3 levels; relative humidity 70%-90%."
2015-05-17 16:00:00,25,31.0,65,90,"Cloudy with intervals of overcast with scattered showers or thunderstorms, and heavy rain at times; temperature 25-31°C; southerly wind of 2-3 levels; relative humidity 65%-90%."
2015-05-18 06:00:00,26,31.0,65,90,"Cloudy with intervals of overcast sky, with showers or thunderstorms, and the rain is heavier at some times; temperature 26-31°C; southwest wind of grade 2-3; relative humidity 65%-90%."
2015-05-18 11:00:00,26,30.0,75,90,Overcast to cloudy with intermittent showers or thunderstorms; temperature 26-30°C; southwest wind at 2-3 levels; relative humidity 75%-90%.
2015-05-18 16:00:00,25,30.0,65,90,Overcast to cloudy with intermittent showers or thunderstorms; temperature 25-30°C; southwest wind level 2-3; relative humidity 65%-90%.
2015-05-19 06:00:00,25,30.0,65,90,"Overcast, with scattered showers or thunderstorms; temperature 25-30°C; southwesterly wind 2-3 levels; relative humidity 65%-90%."
2015-05-19 11:00:00,27,31.0,65,90,Overcast to cloudy with scattered showers; temperature 27-31°C; southwest wind level 2-3; relative humidity 65%-90%.
2015-05-19 16:00:00,25,30.0,75,95,"Overcast to cloudy with intermittent showers or thunderstorms, and locally heavy rain; temperature 25-30°C; southwesterly wind of 2-3 levels, and short-term gusts of 7 levels during thunderstorms; relative humidity 75%-95%."
2015-05-20 06:00:00,25,30.0,75,95,"Overcast, with thunderstorms, and heavy rain at times; temperature 25-30°C; southwest wind 2-3 levels, with short-term gusts of 7 levels during thunderstorms; relative humidity 75%-95%."
2015-05-20 11:00:00,25,30.0,75,95,"Overcast, with thunderstorms and heavy rain at times, and relatively large rain intensity at some times; temperature 25-30°C; southwesterly wind of 2-3 levels, and short-term gusts of 7-8 levels during thunderstorms; relative humidity 75%-95%."
2015-05-20 16:00:00,23,28.0,75,95,"Overcast, with heavy rain to heavy torrential rain, accompanied by thunderstorms and short-term strong winds; temperature 23-28°C; southwest wind level 3, accompanied by 8-level gusts during thunderstorms; relative humidity 75%-95%."
2015-05-21 06:00:00,24,28.0,75,95,"It's cloudy, with showers or thunderstorms and local rainstorms. The temperature is 24-28°C. It's southwest wind of grade 2-3. The relative humidity is 75%-95%."
2015-05-21 11:00:00,24,28.0,70,95,"Overcast, with showers or thunderstorms in the afternoon, with locally heavy rainfall; temperature 24-28°C; southwesterly wind of 2-3 levels; relative humidity 70%-95%."
2015-05-21 16:00:00,24,29.0,65,90,"Overcast to cloudy with scattered showers or thunderstorms; temperature 24-29°C; east wind 2-3 levels, gusts of 6-7 levels along the coast and highlands; relative humidity 65%-90%."
2015-05-22 06:00:00,22,27.0,70,90,"Overcast with intervals of cloudy turning to thunderstorms, the rain intensity gradually increasing, with local heavy rain; temperature 22-27°C; east to southeast wind level 3, accompanied by short-term high winds of level 7 during thunderstorms; relative humidity 70%-90%."
2015-05-22 11:00:00,23,26.0,70,90,Overcast turning to showers or thunderstorms with heavy rain in some areas; temperature 23-26°C; east to southeast wind of magnitude 3; relative humidity 70%-90%.
2015-05-22 16:00:00,23,27.0,70,95,"Overcast, gentle rain with a cumulative rainfall reaching heavy rain and local torrential rain; temperature 23-27°C; east to southeast wind at level 3; relative humidity 70%-95%."
2015-05-23 06:00:00,24,27.0,70,95,"Showers, overcast sky, and heavier rain at times; temperature 24-27°C; southeastern wind of magnitude 3; relative humidity 70%-95%."
2015-05-23 11:00:00,24,27.0,75,95,"Heavy rain, with heavy rain and strong wind accompanied by thunderstorms; temperature 24-27°C; east wind 2-3 levels; relative humidity 75%-95%."
2015-05-23 16:00:00,24,27.0,75,95,"Heavy rain turning to scattered showers, with local torrential rain, and accompanied by short-term high winds during thunderstorms; temperature 24-27°C; easterly wind 2-3 levels; relative humidity 75%-95%."
2015-05-24 06:00:00,24,27.0,75,95,"Showers changing to heavy rain, with局部 heavy downpours and intense rainfall at times; temperature 24-27°C; southeast wind 2-3 levels; relative humidity 75%-95%."
2015-05-24 11:00:00,24,29.0,70,95,Overcast with scattered showers; temperature 24-29°C; southerly wind of grade 2-3; relative humidity 70%-95%.
2015-05-24 16:00:00,25,30.0,70,95,Overcast to partly cloudy with scattered showers; temperature 25-30°C; southerly wind of 2 to 3 levels; relative humidity 70%-95%.
2015-05-25 06:00:00,26,30.0,70,95,"Cloudy with intervals of overcast, with showers at some times and light fog in the morning and evening; temperature 26-30°C; south wind at grades 2-3; relative humidity 70%-95%."
2015-05-25 11:00:00,28,32.0,70,90,"Cloudy, with short-term showers; temperature 28-32°C; southerly wind 2-3 levels; relative humidity 70%-90%."
2015-05-25 16:00:00,25,31.0,70,95,"It is cloudy with intervals of overcast, there are showers or thunderstorms, and sometimes the rain is heavier; the temperature is 25-31°C; the southeast wind is level 2-3; the relative humidity is 70%-95%."
2015-05-26 06:00:00,26,31.0,70,95,Overcast to cloudy with intermittent showers or thunderstorms; temperature 26-31°C; southeasterly wind of magnitude 2 to 3; relative humidity 70%-95%.
2015-05-26 11:00:00,26,30.0,70,95,Overcast to cloudy with intermittent showers or thunderstorms; temperature 26-30°C; southeast wind of grade 2-3; relative humidity 70%-95%.
2015-05-26 16:00:00,26,31.0,70,95,Overcast to partly cloudy with scattered showers or thunderstorms; temperature 26-31°C; southerly wind 2-3; relative humidity 70%-95%.
2015-05-27 06:00:00,27,31.0,65,90,"Cloudy, with short-term showers; temperature 27-31°C; south wind level 2-3; relative humidity 65%-90%."
2015-05-27 11:00:00,28,31.0,70,90,It is cloudy with scattered showers; the temperature is 28-31°C; the south wind is at 2-3 levels; the relative humidity is 70%-90%.
2015-05-27 16:00:00,27,32.0,65,90,"Cloudy, with showers or thunderstorms; temperature 27-32°C; south wind level 2-3; relative humidity 65%-90%."
2015-05-28 06:00:00,28,32.0,65,90,"Cloudy, with short-term showers or thunderstorms at times; temperature 28-32°C; south wind 2-3 levels; relative humidity 65%-85%."
2015-05-28 11:00:00,29,32.0,65,85,"Cloudy, with local short-term showers or thunderstorms occasionally in the afternoon; temperature 29-32°C; south wind 2-3 levels; relative humidity 65%-85%."
2015-05-28 16:00:00,28,33.0,65,90,"Cloudy, with local short-term showers or thunderstorms occasionally, hot weather; temperature 28-33°C; south wind 2-3 levels; relative humidity 65%-90%."
2015-05-29 06:00:00,30,33.0,65,90,Cloudy; temperature 30-33°C; south wind 2-3 levels; relative humidity 65%-90%.
2015-05-29 11:00:00,30,33.0,65,90,Cloudy; temperature 30-33°C; south wind 2-3 levels; relative humidity 65%-90%.
2015-05-29 16:00:00,26,31.0,65,90,It will be cloudy to thunderstorm with occasional heavy rain; temperature 26-31°C; south wind level 2-3; relative humidity 65%-90%.
2015-05-30 06:00:00,27,33.0,65,90,Cloudy to overcast with showers or thunderstorms; temperature 27-33°C; south wind of 2-3 levels; relative humidity 65%-90%.
2015-05-30 11:00:00,29,33.0,65,90,Cloudy to partly cloudy with scattered showers or thunderstorms; temperature 29-33°C; south wind 2-3 levels; relative humidity 65%-90%.
2015-05-30 16:00:00,27,32.0,70,90,"Cloudy with intervals of overcast, with thunderstorms and locally sometimes heavy rain; temperature 27-32°C; southerly wind of grade 2 to 3; relative humidity 70%-90%."
2015-05-31 06:00:00,27,32.0,65,90,"Cloudy, with showers or thunderstorms; temperature 27-32°C; southerly wind 2-3 levels; relative humidity 65%-90%."
2015-05-31 11:00:00,29,32.0,65,80,"Cloudy, with showers or thunderstorms, and heavy rain at times; temperature 29-32°C; south wind of 2-3 levels; relative humidity 65%-80%."
2015-05-31 16:00:00,27,32.0,65,85,"It's cloudy, with showers or thunderstorms; temperature 27-32°C; south wind level 2-3; relative humidity 65%-85%."
2015-06-01 06:00:00,27,32.0,65,85,"Cloudy, with showers or thunderstorms; temperature 27-32°C; south wind 2-3 levels; relative humidity 65%-85%."
2015-06-01 11:00:00,30,32.0,70,90,Cloudy with scattered showers; temperature 30-32°C; south wind of 2-3 levels; relative humidity 70%-90%.
2015-06-01 16:00:00,27,32.0,65,90,"Cloudy with intervals of overcast, with short-term showers or thunderstorms at times; temperature 27-32°C; south wind of grade 2-3; relative humidity 65%-90%."
2015-06-02 06:00:00,27,32.0,65,90,"Cloudy, with short-term showers or thunderstorms at times; temperature 27-32°C; south wind 2-3 levels; relative humidity 65%-90%."
2015-06-02 11:00:00,29,32.0,65,85,"Cloudy, with local short-term showers; temperature 29-32°C; south wind 2-3; relative humidity 65%-85%."
2015-06-02 16:00:00,28,33.0,60,85,"Partly cloudy to sunny, hot weather, with occasional short-term showers locally; temperature 28-33°C; southwesterly wind of 2-3 levels; relative humidity 60%-85%."
2015-06-03 06:00:00,28,33.0,60,85,"Partly cloudy to sunny intervals, hot weather, occasional short-term showers locally; temperature 28-33°C; southwest wind level 2-3; relative humidity 60%-85%."
2015-06-03 11:00:00,29,33.0,55,80,"Cloudy intervals and sunny, hot weather, with occasional short-term showers locally; temperature 29-33°C; southwesterly wind of 2-3 levels; relative humidity 55%-80%."
2015-06-03 16:00:00,27,33.0,55,85,"Cloudy to partly sunny, hot weather, with occasional short-term showers locally; temperature 27-33°C; southwest wind 2-3 levels; relative humidity 55%-85%."
2015-06-04 06:00:00,28,33.0,60,85,"It is cloudy to partly sunny, the weather is hot, and there are occasionally short-term showers locally; the temperature is 28-33°C; the southwest wind is 2-3 levels; the relative humidity is 60%-85%."
2015-06-04 11:00:00,28,33.0,60,85,"Sunny intervals and cloudy, hot weather; temperature 29-33°C; southwesterly wind of 2-3 levels; relative humidity 60%-85%."
2015-06-04 16:00:00,27,32.0,60,85,"It is cloudy, and there is a short-term shower in the afternoon; the temperature is 27-32°C; the southwest wind is 2-3 levels; the relative humidity is 60%-85%."
2015-06-05 06:00:00,27,32.0,60,90,"Cloudy, with short-term showers in the afternoon; temperature 27-32°C; southwest wind level 2-3; relative humidity 60%-90%."
2015-06-05 11:00:00,29,31.0,60,85,"Overcast, with scattered showers or thunderstorms; temperature 29-31°C; southwesterly wind 2-3; relative humidity 60%-85%."
2015-06-05 16:00:00,27,31.0,70,90,It is cloudy to overcast with intermittent showers or thunderstorms; the temperature is 27-31°C; the southwesterly wind is 2-3 levels; the relative humidity is 70%-90%.
2015-06-06 06:00:00,27,31.0,70,90,"Cloudy with intervals of overcast, with showers or thunderstorms; temperature 27-31°C; southwest wind of grade 2-3; relative humidity 70%-90%."
2015-06-06 11:00:00,28,32.0,65,85,It is cloudy with occasional showers or thunderstorms; temperature 28-32°C; southwest wind of 2-3 levels; relative humidity 65%-85%.
2015-06-06 16:00:00,27,32.0,60,90,"Cloudy, with short-term showers or thunderstorms occasionally; temperature 27-32°C; southwestern wind of grade 2-3; relative humidity 60%-90%."
2015-06-07 06:00:00,27,32.0,65,90,"It is cloudy to sunny with intervals, and there are short-term showers in the afternoon; temperature 27-32°C; south wind level 2-3; relative humidity 65%-90%."
2015-06-07 11:00:00,28,33.0,65,90,"Cloudy with sunny intervals, with short-term showers in the afternoon; temperature 28-33°C; south wind level 2-3; relative humidity 65%-90%."
2015-06-07 16:00:00,27,32.0,60,90,"Cloudy, with short-term showers; temperature 27-32°C; south wind level 2-3; relative humidity 60%-90%."
2015-06-08 06:00:00,28,32.0,60,90,"Cloudy, with short-term showers in the afternoon; temperature 28-32°C; southerly wind of 2-3 levels; relative humidity 60%-90%."
2015-06-08 11:00:00,29,32.0,60,85,"Cloudy, with short-term showers in the afternoon; temperature 29-32°C; south wind level 2-3; relative humidity 60%-85%."
2015-06-08 16:00:00,27,32.0,65,90,"Cloudy, with short-term showers or thunderstorms occasionally; temperature 27-32°C; southwesterly wind of level 2-3; relative humidity 65%-90%."
2015-06-09 06:00:00,27,32.0,60,85,"Cloudy, with occasional short-term showers or thunderstorms; temperature 27-32°C; southwestern wind 2-3 levels; relative humidity 60%-85%."
2015-06-09 11:00:00,29,32.0,60,85,"It's cloudy, with occasional short-term showers or thunderstorms sometimes, and the weather is hot; the temperature is 29-32°C; the southwest wind is 2-3 levels; the relative humidity is 60%-85%."
2015-06-09 16:00:00,27,32.0,60,85,"Cloudy, with short-term showers or thunderstorms in the afternoon; temperature 27-32°C, hot weather; southwesterly wind 2-3; relative humidity 60%-85%."
2015-06-10 06:00:00,28,32.0,60,85,"It's cloudy, and there will be showers in the afternoon; the temperature is 28-32°C; the southwest wind is level 2-3; the relative humidity is 60%-85%."
2015-06-10 11:00:00,28,33.0,60,85,"Cloudy, with thunderstorms in the afternoon; temperature 28-33°C; southwesterly wind of 2-3 levels; relative humidity 60%-85%."
2015-06-10 16:00:00,27,32.0,60,85,Cloudy turning to thunderstorms with rain; temperature 27-32°C; southwesterly wind of 2-3 levels; relative humidity 60%-85%.
2015-06-11 06:00:00,28,32.0,60,85,"Cloudy, with scattered showers or thunderstorms; temperature 28-32°C; southwestern wind 2-3 levels; relative humidity 60%-85%."
2015-06-11 11:00:00,29,32.0,70,85,It's cloudy with scattered showers or thunderstorms; temperature ranging from 29 to 32°C; southwesterly wind of 2 to 3 levels; relative humidity 70% to 85%.
2015-06-11 16:00:00,27,32.0,65,85,"There will be showers or thunderstorms tonight and cloudy during the day tomorrow, with local short-term showers in some areas; the temperature is 27-32°C, and in some areas in the central and northern parts 33-34°C; southwesterly wind of 2-3 levels; relative humidity of 65%-85%."
2015-06-12 06:00:00,27,32.0,65,85,"Cloudy and partly cloudy, with showers or thunderstorms; temperature 27-32°C; southwesterly wind level 2-3; relative humidity 65%-85%."
2015-06-12 11:00:00,29,32.0,65,85,Cloudy to partly cloudy with intermittent showers or thunderstorms; temperature 29-32°C; southwest wind of 2-3 levels; relative humidity 65%-85%.
2015-06-12 16:00:00,27,32.0,65,85,"Cloudy, with short-term showers or thunderstorms at times; temperature 27-32°C, 33-34°C in some parts of the central and northern areas; southwesterly wind of 2-3 levels; relative humidity 65%-85%."
2015-06-13 06:00:00,28,32.0,65,85,"Cloudy, with short-term showers or thunderstorms at times; temperature 28-32°C, 33-34°C in some areas in the central and northern parts; southwesterly wind of 2-3 levels; relative humidity 65%-85%."
2015-06-13 11:00:00,29,32.0,65,80,"It is cloudy, with short-term showers in some areas; the temperature is 29-32°C; the southwest wind is 2-3 levels; the relative humidity is 65%-80%."
2015-06-13 16:00:00,28,33.0,60,85,"Cloudy, with occasional short-term showers or thunderstorms sometimes; temperature 28-33°C; south wind 2-3 grades; relative humidity 60%-85%."
2015-06-14 06:00:00,28,33.0,60,85,"Cloudy, with local short-term showers or thunderstorms; temperature 28-33°C; southerly wind 2-3 levels; relative humidity 60%-85%."
2015-06-14 11:00:00,28,32.0,60,90,Cloudy with scattered showers or thunderstorms; temperature 28-32°C; south wind of 2-3 levels; relative humidity 60%-90%.
2015-06-14 16:00:00,27,33.0,60,90,"It is cloudy, and there are local short-term showers or thunderstorms occassionally; the temperature is 27-33°C; the southerly wind is grade 2-3; the relative humidity is 60%-90%."
2015-06-15 06:00:00,28,33.0,60,85,"Cloudy, with local short-term showers or thunderstorms; temperature 28-33°C, the highest 34-35°C in the northern and densely populated areas; southerly wind of 2-3 levels; relative humidity 60%-85%."
2015-06-15 11:00:00,29,33.0,55,80,"Cloudy, with local short-term showers or thunderstorms occasionally; temperature 29-33°C; south wind of 2-3 levels; relative humidity 55%-80%."
2015-06-15 16:00:00,28,33.0,50,85,"Cloudy, extremely hot to hot weather; temperature 28-33°C, up to 34-35°C in northern and densely populated areas; southerly wind of 2-3 levels; relative humidity 50%-85%."
2015-06-16 06:00:00,28,33.0,50,85,"Cloudy, extremely hot to very hot weather; temperature 28-33°C, up to 34-35°C in the northern and densely populated areas; southerly wind of 2-3 levels; relative humidity 50%-85%."
2015-06-16 11:00:00,30,33.0,50,85,"Shaoyun; temperature 30-33°C, the highest temperature in the central and northern areas and densely populated areas can reach 34-35°C, the weather is hot to extremely hot; south wind 2-3 levels; relative humidity 50%-85%."
2015-06-16 16:00:00,28,33.0,50,85,"Shaoyun, extremely hot to hot weather; temperature 28-33°C, up to 34-35°C in central and northern areas and densely populated areas; south wind 2-3 levels; relative humidity 50%-85%."
2015-06-17 06:00:00,28,33.0,50,85,"Mostly cloudy to partly sunny, with local short-term showers in the afternoon; temperature 28-33°C, 34-35°C in the central-north and densely populated areas; southerly wind of 2-3 levels; relative humidity 50%-85%."
2015-06-17 11:00:00,30,33.0,55,80,"Cloudy, hot weather, with short-term showers in some areas; temperature 30-33°C; south wind level 2-3; relative humidity 55%-80%."
2015-06-17 16:00:00,28,33.0,55,85,"Cloudy, hot weather, with local short-term showers; temperature 28-33°C, 34-35°C in central and northern areas; south wind 2-3 levels; relative humidity 55%-85%."
2015-06-18 06:00:00,28,33.0,55,85,"Cloudy, extremely hot to hot weather with local short-term showers; temperature 28-33°C, 34-35°C in central-northern and densely populated areas; southerly wind of grade 2-3; relative humidity 55%-85%."
2015-06-18 11:00:00,29,33.0,55,85,"Cloudy, extremely hot to hot weather with local short-term showers; temperature 29-33°C, 34-35°C in the central-northern and densely populated areas; south wind level 2-3; relative humidity 55%-85%."
2015-06-18 16:00:00,28,33.0,55,85,"It's cloudy, extremely hot to hot with local short-term showers; temperature ranging from 28°C to 33°C, 35°C in the central-northern and densely populated areas; southerly wind of grade 2-3; relative humidity ranging from 55% to 85%."
2015-06-19 06:00:00,28,34.0,55,85,"Cloudy with intervals of sunny periods, extremely hot weather, temperature range 28-34°C, and the maximum temperature in the central-northern regions and populated areas can reach 35°C or above; southerly wind of 2 to 3 levels; relative humidity 55%-85%."
